NÚMERO DO PROTOCOLO,FINALIZAÇÃO,TMO ORIGINAL,TMO AJUSTADO
20250515-009-3338277,ATUALIZADO,0 days 00:35:06,0 days 00:15:00
20250326-009-2874979,CADASTRADO,0 days 00:03:00,0 days 00:20:00
20250326-009-2877793,ATUALIZADO,0 days 00:02:58,0 days 00:03:00
20250613-009-3660858,CADASTRADO,0 days 00:07:02,0 days 00:20:00
20250513-009-3315541,ATUALIZADO,0 days 00:02:48,0 days 00:03:00
20250529-009-3482821,ATUALIZADO,0 days 00:02:45,0 days 00:03:00
20250623-009-3741911,ATUALIZADO,0 days 00:02:27,0 days 00:03:00
20250602-009-3513698,ATUALIZADO,0 days 00:18:25,0 days 00:15:00
20250609-009-3589834,CADASTRADO,0 days 00:16:28,0 days 00:20:00
20250314-009-2781924,ATUALIZADO,0 days 00:02:30,0 days 00:03:00
20250429-009-3175152,ATUALIZADO,0 days 00:02:18,0 days 00:03:00
20250318-009-2806354,ATUALIZADO,0 days 00:02:29,0 days 00:03:00
20250424-009-3138043,ATUALIZADO,0 days 00:02:29,0 days 00:03:00
20250227-009-2670371,ATUALIZADO,0 days 00:02:43,0 days 00:03:00
20241114-009-1810526,CADASTRADO,0 days 00:02:09,0 days 00:20:00
20250311-009-2746682,ATUALIZADO,0 days 00:02:33,0 days 00:03:00
20250620-009-3721476,ATUALIZADO,0 days 00:02:35,0 days 00:03:00
20250626-009-3776312,ATUALIZADO,0 days 00:02:57,0 days 00:03:00
20250120-009-2326583,ATUALIZADO,0 days 00:17:57,0 days 00:15:00
20250623-009-3742014,ATUALIZADO,0 days 00:02:48,0 days 00:03:00
20250416-009-3085707,ATUALIZADO,0 days 00:02:38,0 days 00:03:00
20250429-009-3175148,ATUALIZADO,0 days 00:02:54,0 days 00:03:00
20250322-009-2846324,CADASTRADO,0 days 00:10:26,0 days 00:20:00
20250612-009-3639866,ATUALIZADO,0 days 00:02:20,0 days 00:03:00
20250220-009-2609510,ATUALIZADO,0 days 00:02:52,0 days 00:03:00
20250321-009-2838557,ATUALIZADO,0 days 00:02:51,0 days 00:03:00
20250522-009-3407718,ATUALIZADO,0 days 00:20:28,0 days 00:15:00
20250415-009-3062701,ATUALIZADO,0 days 00:02:23,0 days 00:03:00
20250409-009-3002555,ATUALIZADO,0 days 00:02:22,0 days 00:03:00
20250508-009-3265608,ATUALIZADO,0 days 00:02:54,0 days 00:03:00
20250415-009-3062006,ATUALIZADO,0 days 00:02:42,0 days 00:03:00
20250228-009-2688640,ATUALIZADO,0 days 02:31:55,0 days 02:00:00
20250330-009-2902608,CADASTRADO,0 days 00:10:17,0 days 00:20:00
20250508-009-3270300,CADASTRADO,0 days 00:13:37,0 days 00:20:00
20250324-009-2852680,ATUALIZADO,0 days 00:02:55,0 days 00:03:00
20250612-009-3638214,ATUALIZADO,0 days 00:00:26,0 days 00:03:00
20250522-009-3406730,ATUALIZADO,0 days 00:02:47,0 days 00:03:00
20250211-009-2520554,ATUALIZADO,0 days 00:02:17,0 days 00:03:00
20250604-009-3555255,ATUALIZADO,0 days 00:02:36,0 days 00:03:00
20250523-009-3420725,ATUALIZADO,0 days 00:01:47,0 days 00:03:00
20250321-009-2840799,ATUALIZADO,0 days 00:01:56,0 days 00:03:00
20250527-009-3460169,CADASTRADO,0 days 00:08:52,0 days 00:20:00
20250211-009-2518697,CADASTRADO,0 days 00:12:47,0 days 00:20:00
20250327-009-2890097,ATUALIZADO,0 days 00:02:49,0 days 00:03:00
20250206-009-2479214,ATUALIZADO,0 days 00:00:01,0 days 00:03:00
20250528-009-3471558,ATUALIZADO,0 days 00:02:09,0 days 00:03:00
20250528-009-3468731,CADASTRADO,0 days 00:10:10,0 days 00:20:00
20250418-009-3099061,CADASTRADO,0 days 00:12:34,0 days 00:20:00
20250617-009-3684472,ATUALIZADO,0 days 00:02:47,0 days 00:03:00
20250427-009-3156928,CADASTRADO,0 days 00:09:56,0 days 00:20:00
20250211-009-2526068,ATUALIZADO,0 days 00:39:57,0 days 00:15:00
20250331-009-2908999,ATUALIZADO,0 days 00:02:25,0 days 00:03:00
20250402-009-2942051,CADASTRADO,0 days 00:10:05,0 days 00:20:00
20250604-009-3549566,ATUALIZADO,0 days 00:17:36,0 days 00:15:00
20250513-009-3309039,CADASTRADO,0 days 00:10:24,0 days 00:20:00
20250331-009-2908981,CADASTRADO,0 days 00:14:12,0 days 00:20:00
20250414-009-3050067,ATUALIZADO,0 days 00:01:53,0 days 00:03:00
20250423-009-3128800,ATUALIZADO,0 days 00:02:38,0 days 00:03:00
20250616-009-3671088,ATUALIZADO,0 days 00:02:38,0 days 00:03:00
20250616-009-3668079,CADASTRADO,0 days 00:12:51,0 days 00:20:00
20250423-009-3121000,CADASTRADO,0 days 00:14:22,0 days 00:20:00
20250530-009-3505032,ATUALIZADO,0 days 00:02:55,0 days 00:03:00
20250319-009-2823847,ATUALIZADO,0 days 00:40:58,0 days 00:15:00
20250317-009-2793791,ATUALIZADO,0 days 00:24:20,0 days 00:15:00
20250527-009-3457734,ATUALIZADO,0 days 00:01:33,0 days 00:03:00
20250306-009-2705865,CADASTRADO,0 days 00:13:41,0 days 00:20:00
20250425-009-3149990,ATUALIZADO,0 days 00:02:29,0 days 00:03:00
20250404-009-2972276,ATUALIZADO,0 days 00:02:24,0 days 00:03:00
20250327-009-2889554,ATUALIZADO,0 days 00:29:29,0 days 00:15:00
20250422-009-3116833,ATUALIZADO,0 days 00:01:43,0 days 00:03:00
20250321-009-2839808,ATUALIZADO,0 days 00:02:10,0 days 00:03:00
20250415-009-3061887,ATUALIZADO,0 days 00:02:25,0 days 00:03:00
20250612-009-3642128,ATUALIZADO,0 days 00:02:24,0 days 00:03:00
20250417-009-3086510,CADASTRADO,0 days 00:08:21,0 days 00:20:00
20250306-009-2715347,CADASTRADO,0 days 00:13:11,0 days 00:20:00
20250317-009-2794937,ATUALIZADO,0 days 00:02:06,0 days 00:03:00
20250406-009-2976104,CADASTRADO,0 days 00:10:50,0 days 00:20:00
20250301-009-2689904,CADASTRADO,0 days 00:09:22,0 days 00:20:00
20250311-009-2742486,CADASTRADO,0 days 00:13:31,0 days 00:20:00
20250609-009-3593186,ATUALIZADO,0 days 00:01:46,0 days 00:03:00
20250626-009-3780509,ATUALIZADO,0 days 00:01:33,0 days 00:03:00
20250422-009-3116249,ATUALIZADO,0 days 00:15:19,0 days 00:15:00
20250603-009-3531809,ATUALIZADO,0 days 00:02:28,0 days 00:03:00
20250213-009-2549750,ATUALIZADO,0 days 00:02:40,0 days 00:03:00
20250416-009-3079580,ATUALIZADO,0 days 00:01:44,0 days 00:03:00
20250502-009-3201390,ATUALIZADO,0 days 00:15:28,0 days 00:15:00
20250422-009-3116739,CADASTRADO,0 days 00:09:16,0 days 00:20:00
20250320-009-2832816,ATUALIZADO,0 days 00:02:24,0 days 00:03:00
20250606-009-3579075,ATUALIZADO,0 days 00:02:03,0 days 00:03:00
20250528-009-3468726,CADASTRADO,0 days 00:12:44,0 days 00:20:00
20250221-009-2620169,ATUALIZADO,0 days 00:02:56,0 days 00:03:00
20250225-009-2644215,ATUALIZADO,0 days 00:15:18,0 days 00:15:00
20250320-009-2827907,CADASTRADO,0 days 00:11:57,0 days 00:20:00
20250513-009-3308598,ATUALIZADO,0 days 00:01:49,0 days 00:03:00
20250415-009-3062699,ATUALIZADO,0 days 00:02:38,0 days 00:03:00
20250507-009-3247508,ATUALIZADO,0 days 00:22:32,0 days 00:15:00
20250627-009-3791953,ATUALIZADO,0 days 00:02:54,0 days 00:03:00
20250516-009-3354012,REALIZADO,0 days 07:14:08,0 days 02:00:00
20250617-009-3686134,ATUALIZADO,0 days 00:01:47,0 days 00:03:00
20250422-009-3108300,ATUALIZADO,0 days 00:21:16,0 days 00:15:00
20250411-009-3038778,ATUALIZADO,0 days 00:01:12,0 days 00:03:00
20250110-009-2261530,ATUALIZADO,0 days 00:35:32,0 days 00:15:00
20250611-009-3625081,ATUALIZADO,0 days 00:02:09,0 days 00:03:00
20250521-009-3392122,ATUALIZADO,0 days 00:02:24,0 days 00:03:00
20250614-009-3664888,ATUALIZADO,0 days 00:00:16,0 days 00:03:00
20250528-009-3473537,ATUALIZADO,0 days 00:23:38,0 days 00:15:00
20250605-009-3565313,ATUALIZADO,0 days 00:02:05,0 days 00:03:00
20250528-009-3473665,ATUALIZADO,0 days 00:02:10,0 days 00:03:00
20250404-009-2964126,ATUALIZADO,0 days 00:02:27,0 days 00:03:00
20250325-009-2868029,CADASTRADO,0 days 00:11:54,0 days 00:20:00
20250221-009-2622248,ATUALIZADO,0 days 00:02:22,0 days 00:03:00
20250611-009-3625052,ATUALIZADO,0 days 00:02:15,0 days 00:03:00
20250604-009-3554704,ATUALIZADO,0 days 00:02:46,0 days 00:03:00
20250401-009-2923858,ATUALIZADO,0 days 00:02:50,0 days 00:03:00
20250401-009-2923799,ATUALIZADO,0 days 00:25:05,0 days 00:15:00
20250609-009-3593202,ATUALIZADO,0 days 00:01:36,0 days 00:03:00
20250510-009-3282532,CADASTRADO,0 days 00:15:08,0 days 00:20:00
20250417-009-3093302,ATUALIZADO,0 days 00:02:14,0 days 00:03:00
20250529-009-3482818,ATUALIZADO,0 days 00:02:28,0 days 00:03:00
20250408-009-2992619,ATUALIZADO,0 days 00:02:55,0 days 00:03:00
20250625-009-3766405,ATUALIZADO,0 days 00:01:41,0 days 00:03:00
20250401-009-2923833,ATUALIZADO,0 days 00:02:42,0 days 00:03:00
20250404-009-2964156,ATUALIZADO,0 days 00:02:39,0 days 00:03:00
20250206-009-2475908,ATUALIZADO,0 days 00:02:57,0 days 00:03:00
20250617-009-3684514,ATUALIZADO,0 days 00:02:55,0 days 00:03:00
20250606-009-3577574,ATUALIZADO,0 days 00:02:34,0 days 00:03:00
20250407-009-2978267,ATUALIZADO,0 days 01:50:16,0 days 00:15:00
20250417-009-3086513,CADASTRADO,0 days 00:13:19,0 days 00:20:00
20250602-009-3513053,CADASTRADO,0 days 00:18:53,0 days 00:20:00
20250611-009-3624308,ATUALIZADO,0 days 00:02:47,0 days 00:03:00
20250331-009-2904958,ATUALIZADO,0 days 00:02:34,0 days 00:03:00
20250609-009-3600371,ATUALIZADO,0 days 00:02:28,0 days 00:03:00
20250320-009-2830541,ATUALIZADO,0 days 00:02:14,0 days 00:03:00
20250217-009-2575965,ATUALIZADO,0 days 00:02:00,0 days 00:03:00
20250610-009-3604377,CADASTRADO,0 days 00:11:09,0 days 00:20:00
20250530-009-3497071,ATUALIZADO,0 days 00:02:30,0 days 00:03:00
20250228-009-2683469,ATUALIZADO,0 days 00:02:04,0 days 00:03:00
20250604-009-3549526,ATUALIZADO,0 days 00:02:34,0 days 00:03:00
20250217-009-2575953,ATUALIZADO,0 days 00:01:51,0 days 00:03:00
20250624-009-3750762,ATUALIZADO,0 days 00:02:57,0 days 00:03:00
20250410-009-3017452,CADASTRADO,0 days 00:11:55,0 days 00:20:00
20250609-009-3592750,ATUALIZADO,0 days 00:02:56,0 days 00:03:00
20250520-009-3378817,ATUALIZADO,0 days 00:19:29,0 days 00:15:00
20250117-009-2313517,CADASTRADO,0 days 00:03:04,0 days 00:20:00
20250605-009-3564099,ATUALIZADO,0 days 00:15:11,0 days 00:15:00
20250529-009-3482845,ATUALIZADO,0 days 00:02:43,0 days 00:03:00
20250314-009-2781927,ATUALIZADO,0 days 00:02:56,0 days 00:03:00
20250618-009-3697787,CADASTRADO,0 days 14:14:08,0 days 02:00:00
20250221-009-2622242,ATUALIZADO,0 days 00:01:51,0 days 00:03:00
20250527-009-3457741,ATUALIZADO,0 days 00:01:56,0 days 00:03:00
20250423-009-3130859,CADASTRADO,0 days 00:14:23,0 days 00:20:00
20250207-009-2497077,CADASTRADO,0 days 00:17:49,0 days 00:20:00
20250610-009-3608400,ATUALIZADO,0 days 00:01:52,0 days 00:03:00
20250505-009-3215086,ATUALIZADO,0 days 00:02:54,0 days 00:03:00
20250610-009-3608406,ATUALIZADO,0 days 00:02:58,0 days 00:03:00
20250530-009-3498125,CADASTRADO,0 days 00:14:28,0 days 00:20:00
20250422-009-3106842,ATUALIZADO,0 days 00:44:24,0 days 00:15:00
20250501-009-3199211,ATUALIZADO,0 days 00:26:24,0 days 00:15:00
20250513-009-3308591,ATUALIZADO,0 days 00:02:28,0 days 00:03:00
20250616-009-3673637,ATUALIZADO,0 days 00:02:27,0 days 00:03:00
20250522-009-3406683,CADASTRADO,0 days 00:16:02,0 days 00:20:00
20250623-009-3742367,CADASTRADO,0 days 00:16:16,0 days 00:20:00
20250505-009-3215676,CADASTRADO,0 days 00:16:27,0 days 00:20:00
20250506-009-3233078,ATUALIZADO,0 days 00:02:54,0 days 00:03:00
20250519-009-3363724,ATUALIZADO,0 days 00:02:33,0 days 00:03:00
20250306-009-2712307,CADASTRADO,0 days 00:16:45,0 days 00:20:00
20250320-009-2830534,ATUALIZADO,0 days 00:02:34,0 days 00:03:00
20250409-009-3002610,ATUALIZADO,0 days 00:02:54,0 days 00:03:00
20250311-009-2750797,ATUALIZADO,0 days 00:29:57,0 days 00:15:00
20250218-009-2586416,CADASTRADO,0 days 00:09:53,0 days 00:20:00
20250217-009-2575933,ATUALIZADO,0 days 00:01:06,0 days 00:03:00
20250320-009-2828234,ATUALIZADO,0 days 00:02:51,0 days 00:03:00
20250310-009-2733072,ATUALIZADO,0 days 00:02:04,0 days 00:03:00
20250605-009-3567991,ATUALIZADO,0 days 00:01:47,0 days 00:03:00
20250524-009-3434830,ATUALIZADO,0 days 00:00:36,0 days 00:03:00
20250328-009-2895430,ATUALIZADO,0 days 00:02:13,0 days 00:03:00
20250528-009-3479482,ATUALIZADO,0 days 00:02:38,0 days 00:03:00
20250410-009-3018506,CADASTRADO,0 days 00:13:03,0 days 00:20:00
20250620-009-3719673,CADASTRADO,0 days 00:14:52,0 days 00:20:00
20250425-009-3150020,ATUALIZADO,0 days 00:01:42,0 days 00:03:00
20250603-009-3535705,ATUALIZADO,0 days 00:01:51,0 days 00:03:00
20250415-009-3061122,ATUALIZADO,0 days 00:00:46,0 days 00:03:00
20250516-009-3346508,CADASTRADO,0 days 00:11:19,0 days 00:20:00
20250422-009-3115771,ATUALIZADO,0 days 00:02:52,0 days 00:03:00
20250310-009-2739657,CADASTRADO,0 days 00:00:01,0 days 00:20:00
20250320-009-2830539,ATUALIZADO,0 days 00:02:19,0 days 00:03:00
20250610-009-3608399,ATUALIZADO,0 days 00:01:57,0 days 00:03:00
20250417-009-3094648,CADASTRADO,0 days 00:00:36,0 days 00:20:00
20250605-009-3566975,ATUALIZADO,0 days 00:17:28,0 days 00:15:00
20250415-009-3061916,ATUALIZADO,0 days 00:02:30,0 days 00:03:00
20250612-009-3639875,ATUALIZADO,0 days 00:02:01,0 days 00:03:00
20250410-009-3018404,ATUALIZADO,0 days 00:02:45,0 days 00:03:00
20250217-009-2571156,CADASTRADO,0 days 00:06:37,0 days 00:20:00
20250602-009-3517553,ATUALIZADO,0 days 00:02:52,0 days 00:03:00
20250410-009-3020560,ATUALIZADO,0 days 00:02:36,0 days 00:03:00
20250306-009-2710205,ATUALIZADO,0 days 00:02:49,0 days 00:03:00
20250320-009-2833109,ATUALIZADO,0 days 00:02:59,0 days 00:03:00
20250509-009-3273936,ATUALIZADO,0 days 00:02:57,0 days 00:03:00
20250612-009-3639903,ATUALIZADO,0 days 00:02:34,0 days 00:03:00
20250423-009-3120940,ATUALIZADO,0 days 00:20:08,0 days 00:15:00
20250516-009-3346371,CADASTRADO,0 days 00:11:42,0 days 00:20:00
20250211-009-2518620,CADASTRADO,0 days 00:09:29,0 days 00:20:00
20250121-009-2335921,ATUALIZADO,0 days 00:16:17,0 days 00:15:00
20250529-009-3487600,ATUALIZADO,0 days 00:02:37,0 days 00:03:00
20250611-009-3624358,ATUALIZADO,0 days 00:02:47,0 days 00:03:00
20250317-009-2798286,CADASTRADO,0 days 00:18:07,0 days 00:20:00
20250605-009-3567988,ATUALIZADO,0 days 00:02:02,0 days 00:03:00
20250422-009-3115779,ATUALIZADO,0 days 00:02:22,0 days 00:03:00
20250321-009-2839833,ATUALIZADO,0 days 00:02:45,0 days 00:03:00
20250328-009-2894053,ATUALIZADO,0 days 00:02:34,0 days 00:03:00
20250611-009-3632651,ATUALIZADO,0 days 00:02:53,0 days 00:03:00
20250528-009-3477868,ATUALIZADO,0 days 00:02:25,0 days 00:03:00
20250407-009-2980748,ATUALIZADO,0 days 00:02:38,0 days 00:03:00
20250515-009-3334593,ATUALIZADO,0 days 00:57:17,0 days 00:15:00
20250317-009-2794929,ATUALIZADO,0 days 00:02:35,0 days 00:03:00
20250428-009-3162016,ATUALIZADO,0 days 00:02:28,0 days 00:03:00
20250513-009-3308594,ATUALIZADO,0 days 00:02:45,0 days 00:03:00
20250618-009-3697664,ATUALIZADO,0 days 00:01:19,0 days 00:03:00
20250221-009-2622553,ATUALIZADO,0 days 00:23:09,0 days 00:15:00
20250408-009-2989956,ATUALIZADO,0 days 00:23:37,0 days 00:15:00
20250611-009-3627267,ATUALIZADO,0 days 00:02:24,0 days 00:03:00
20250402-009-2944029,CADASTRADO,0 days 00:00:00,0 days 00:20:00
20250212-009-2538291,CADASTRADO,0 days 00:15:40,0 days 00:20:00
20250416-009-3075161,CADASTRADO,0 days 00:07:54,0 days 00:20:00
20250318-009-2814745,CADASTRADO,0 days 10:21:54,0 days 02:00:00
20250325-009-2861462,CADASTRADO,0 days 00:14:14,0 days 00:20:00
20250505-009-3218723,ATUALIZADO,0 days 00:16:03,0 days 00:15:00
20250513-009-3306169,ATUALIZADO,0 days 00:02:51,0 days 00:03:00
20250528-009-3469386,ATUALIZADO,0 days 00:02:45,0 days 00:03:00
20250328-009-2894614,ATUALIZADO,0 days 00:01:57,0 days 00:03:00
20250606-009-3583718,ATUALIZADO,0 days 00:02:37,0 days 00:03:00
20250626-009-3776336,ATUALIZADO,0 days 00:02:28,0 days 00:03:00
20250617-009-3690462,ATUALIZADO,0 days 00:01:50,0 days 00:03:00
20250617-009-3688639,CADASTRADO,0 days 00:15:05,0 days 00:20:00
20250501-009-3198516,CADASTRADO,0 days 00:11:27,0 days 00:20:00
20250621-009-3729335,CADASTRADO,0 days 00:05:00,0 days 00:20:00
20250317-009-2801470,ATUALIZADO,0 days 00:16:26,0 days 00:15:00
20250319-009-2818093,ATUALIZADO,0 days 00:02:30,0 days 00:03:00
20250414-009-3049447,ATUALIZADO,0 days 00:02:43,0 days 00:03:00
20250417-009-3092652,CADASTRADO,0 days 00:16:04,0 days 00:20:00
20250530-009-3497675,CADASTRADO,0 days 00:11:29,0 days 00:20:00
20250314-009-2781630,ATUALIZADO,0 days 00:02:14,0 days 00:03:00
20250627-009-3791779,CADASTRADO,0 days 00:15:33,0 days 00:20:00
20250311-009-2745661,ATUALIZADO,0 days 00:02:23,0 days 00:03:00
20250609-009-3593183,ATUALIZADO,0 days 00:01:55,0 days 00:03:00
20250512-009-3288814,ATUALIZADO,0 days 00:02:40,0 days 00:03:00
20250603-009-3532382,CADASTRADO,0 days 00:07:35,0 days 00:20:00
20250312-009-2759546,ATUALIZADO,0 days 00:02:32,0 days 00:03:00
20250415-009-3062715,ATUALIZADO,0 days 00:02:11,0 days 00:03:00
20250617-009-3682696,CADASTRADO,0 days 00:16:34,0 days 00:20:00
20250411-009-3032397,ATUALIZADO,0 days 00:02:41,0 days 00:03:00
20250410-009-3027060,CADASTRADO,0 days 00:18:30,0 days 00:20:00
20250611-009-3632646,ATUALIZADO,0 days 00:02:47,0 days 00:03:00
20250515-009-3342571,ATUALIZADO,0 days 00:02:56,0 days 00:03:00
20250430-009-3196854,ATUALIZADO,0 days 00:02:34,0 days 00:03:00
20250422-009-3115773,ATUALIZADO,0 days 00:01:49,0 days 00:03:00
20250218-009-2586399,CADASTRADO,0 days 00:14:12,0 days 00:20:00
20250529-009-3482779,ATUALIZADO,0 days 00:26:03,0 days 00:15:00
20250611-009-3625585,CADASTRADO,0 days 00:15:00,0 days 00:20:00
20250601-009-3509410,CADASTRADO,0 days 00:04:19,0 days 00:20:00
20250307-009-2718010,ATUALIZADO,0 days 00:02:00,0 days 00:03:00
20250320-009-2831054,CADASTRADO,0 days 00:08:43,0 days 00:20:00
20250527-009-3457290,ATUALIZADO,0 days 00:02:25,0 days 00:03:00
20250623-009-3741793,ATUALIZADO,0 days 00:01:31,0 days 00:03:00
20250313-009-2769177,ATUALIZADO,0 days 00:18:47,0 days 00:15:00
20250509-009-3273899,ATUALIZADO,0 days 00:02:42,0 days 00:03:00
20250212-009-2538898,ATUALIZADO,0 days 00:02:10,0 days 00:03:00
20250512-009-3290833,ATUALIZADO,0 days 00:02:48,0 days 00:03:00
20250528-009-3471552,ATUALIZADO,0 days 00:02:48,0 days 00:03:00
20250618-009-3709216,ATUALIZADO,0 days 00:02:12,0 days 00:03:00
20250527-009-3463246,ATUALIZADO,0 days 00:01:50,0 days 00:03:00
20250412-009-3042961,CADASTRADO,0 days 00:09:32,0 days 00:20:00
20250610-009-3606715,ATUALIZADO,0 days 00:02:35,0 days 00:03:00
20250423-009-3120971,ATUALIZADO,0 days 00:02:42,0 days 00:03:00
20250430-009-3189261,ATUALIZADO,0 days 00:02:57,0 days 00:03:00
20250311-009-2745956,CADASTRADO,0 days 00:12:28,0 days 00:20:00
20250618-009-3709441,CADASTRADO,0 days 00:00:01,0 days 00:20:00
20250610-009-3606708,ATUALIZADO,0 days 00:02:46,0 days 00:03:00
20250403-009-2952101,ATUALIZADO,0 days 00:02:28,0 days 00:03:00
20250410-009-3020546,ATUALIZADO,0 days 00:02:48,0 days 00:03:00
20250523-009-3420757,ATUALIZADO,0 days 00:02:55,0 days 00:03:00
20250411-009-3031934,ATUALIZADO,0 days 00:02:38,0 days 00:03:00
20250312-009-2759550,ATUALIZADO,0 days 00:02:25,0 days 00:03:00
20250422-009-3106827,ATUALIZADO,0 days 00:02:46,0 days 00:03:00
20250425-009-3148180,ATUALIZADO,0 days 00:16:25,0 days 00:15:00
20250212-009-2538496,ATUALIZADO,0 days 00:02:37,0 days 00:03:00
20250604-009-3551470,ATUALIZADO,0 days 00:01:43,0 days 00:03:00
20250618-009-3697931,ATUALIZADO,0 days 00:02:30,0 days 00:03:00
20250429-009-3179495,CADASTRADO,0 days 00:12:27,0 days 00:20:00
20250123-009-2353537,CADASTRADO,0 days 00:15:30,0 days 00:20:00
20250417-009-3087081,ATUALIZADO,0 days 00:02:57,0 days 00:03:00
20250317-009-2793801,ATUALIZADO,0 days 00:02:57,0 days 00:03:00
20250205-009-2465579,ATUALIZADO,0 days 00:02:49,0 days 00:03:00
20250519-009-3361107,ATUALIZADO,0 days 00:02:11,0 days 00:03:00
20250623-009-3742005,ATUALIZADO,0 days 00:02:45,0 days 00:03:00
20250605-009-3567985,ATUALIZADO,0 days 00:01:52,0 days 00:03:00
20250417-009-3096489,ATUALIZADO,0 days 00:02:45,0 days 00:03:00
20250530-009-3499441,CADASTRADO,0 days 00:13:37,0 days 00:20:00
20250529-009-3488053,ATUALIZADO,0 days 00:02:42,0 days 00:03:00
20250407-009-2980768,ATUALIZADO,0 days 00:02:06,0 days 00:03:00
20250425-009-3144901,CADASTRADO,0 days 00:13:49,0 days 00:20:00
20250623-009-3741944,ATUALIZADO,0 days 00:02:24,0 days 00:03:00
20250327-009-2884383,ATUALIZADO,0 days 00:02:29,0 days 00:03:00
20250410-009-3018328,ATUALIZADO,0 days 00:02:56,0 days 00:03:00
20250423-009-3121567,ATUALIZADO,0 days 00:19:22,0 days 00:15:00
20250530-009-3497067,ATUALIZADO,0 days 00:02:49,0 days 00:03:00
20250321-009-2839802,ATUALIZADO,0 days 00:02:32,0 days 00:03:00
20250115-009-2291656,ATUALIZADO,0 days 00:33:48,0 days 00:15:00
20250314-009-2781921,ATUALIZADO,0 days 00:02:26,0 days 00:03:00
20250313-009-2774675,CADASTRADO,0 days 00:09:52,0 days 00:20:00
20250519-009-3366120,CADASTRADO,0 days 00:06:38,0 days 00:20:00
20250508-009-3256944,CADASTRADO,0 days 00:17:07,0 days 00:20:00
20250531-009-3506714,REALIZADO,0 days 14:28:31,0 days 02:00:00
20250625-009-3765375,ATUALIZADO,0 days 00:02:48,0 days 00:03:00
20250611-009-3632669,CADASTRADO,0 days 00:18:56,0 days 00:20:00
20250627-009-3801552,ATUALIZADO,0 days 00:01:53,0 days 00:03:00
20250307-009-2721206,ATUALIZADO,0 days 00:02:48,0 days 00:03:00
20250515-009-3334599,ATUALIZADO,0 days 00:02:46,0 days 00:03:00
20250310-009-2734766,ATUALIZADO,0 days 00:01:54,0 days 00:03:00
20250328-009-2894048,ATUALIZADO,0 days 00:02:38,0 days 00:03:00
20250213-009-2548928,ATUALIZADO,0 days 00:02:30,0 days 00:03:00
20250429-009-3175171,ATUALIZADO,0 days 00:02:16,0 days 00:03:00
20250416-009-3078340,ATUALIZADO,0 days 00:02:44,0 days 00:03:00
20250221-009-2628990,CADASTRADO,0 days 00:10:54,0 days 00:20:00
20250516-009-3348870,ATUALIZADO,0 days 00:02:39,0 days 00:03:00
20250528-009-3469365,ATUALIZADO,0 days 00:02:39,0 days 00:03:00
20250623-009-3735900,ATUALIZADO,0 days 00:01:48,0 days 00:03:00
20250328-009-2900526,ATUALIZADO,0 days 00:02:25,0 days 00:03:00
20250414-009-3057787,ATUALIZADO,0 days 00:02:57,0 days 00:03:00
20250307-009-2725855,ATUALIZADO,0 days 00:02:57,0 days 00:03:00
20250325-009-2861464,CADASTRADO,0 days 00:16:16,0 days 00:20:00
20250527-009-3466173,CADASTRADO,0 days 00:12:21,0 days 00:20:00
20250206-009-2484866,FORA DE ESCOPO,1 days 04:48:12,0 days 02:00:00
20250512-009-3290873,ATUALIZADO,0 days 00:02:22,0 days 00:03:00
20250513-009-3308590,ATUALIZADO,0 days 00:02:33,0 days 00:03:00
20250220-009-2617120,ATUALIZADO,0 days 22:11:59,0 days 02:00:00
20250603-009-3533338,ATUALIZADO,0 days 00:01:55,0 days 00:03:00
20250609-009-3589817,CADASTRADO,0 days 00:16:01,0 days 00:20:00
20250624-009-3751778,ATUALIZADO,0 days 00:01:40,0 days 00:03:00
20250508-009-3256381,CADASTRADO,0 days 00:15:17,0 days 00:20:00
20250609-009-3594560,ATUALIZADO,0 days 00:02:20,0 days 00:03:00
20250213-009-2548923,ATUALIZADO,0 days 00:01:57,0 days 00:03:00
20250326-009-2877589,ATUALIZADO,0 days 00:02:53,0 days 00:03:00
20250530-009-3497087,ATUALIZADO,0 days 00:02:53,0 days 00:03:00
